canonical_id,classification,issue,original_id,document_locale,source_path,line_start,line_end,record_id
ADS-MOE-001,confirmed_incorrect,I2,ADS-MOE-001-ko,ko,src/components/MoeModelTables/RoutingMechanisms.js,15,17,ko--agentic-ai-platform__model-serving__inference-frameworks__moe-model-serving.md.json
ADS-MOE-002,confirmed_incorrect,I2,ADS-MOE-002-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/inference-frameworks/moe-model-serving.md,106,112,en--agentic-ai-platform__model-serving__inference-frameworks__moe-model-serving.md.json
ADS-MOE-002,confirmed_incorrect,I2,ADS-MOE-002-ko,ko,docs/agentic-ai-platform/model-serving/inference-frameworks/moe-model-serving.md,106,112,ko--agentic-ai-platform__model-serving__inference-frameworks__moe-model-serving.md.json
ADS-MOE-003,confirmed_incorrect,I2,ADS-MOE-003-en,en,src/components/MoeModelTables/MoeVsDense.js,9,11,en--agentic-ai-platform__model-serving__inference-frameworks__moe-model-serving.md.json
ADS-MOE-003,confirmed_incorrect,I2,ADS-MOE-003-ko,ko,src/components/MoeModelTables/MoeVsDense.js,9,11,ko--agentic-ai-platform__model-serving__inference-frameworks__moe-model-serving.md.json
ADS-MOE-004,misleading_or_unsupported,I2,ADS-MOE-004-ko,ko,docs/agentic-ai-platform/model-serving/inference-frameworks/moe-model-serving.md,125,125,ko--agentic-ai-platform__model-serving__inference-frameworks__moe-model-serving.md.json
ADS-MOE-005,confirmed_incorrect,I1,ADS-MOE-005-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/inference-frameworks/moe-model-serving.md,209,209,en--agentic-ai-platform__model-serving__inference-frameworks__moe-model-serving.md.json
ADS-MOE-005,confirmed_incorrect,I1,ADS-MOE-005-ko,ko,docs/agentic-ai-platform/model-serving/inference-frameworks/moe-model-serving.md,209,209,ko--agentic-ai-platform__model-serving__inference-frameworks__moe-model-serving.md.json
ADS-MOE-006,confirmed_incorrect,I2,ADS-MOE-006-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/inference-frameworks/moe-model-serving.md,215,229,en--agentic-ai-platform__model-serving__inference-frameworks__moe-model-serving.md.json
ADS-MOE-006,confirmed_incorrect,I2,ADS-MOE-006-ko,ko,docs/agentic-ai-platform/model-serving/inference-frameworks/moe-model-serving.md,215,229,ko--agentic-ai-platform__model-serving__inference-frameworks__moe-model-serving.md.json
ADS-MOE-007,misleading_or_unsupported,I2,ADS-MOE-007-en,en,src/components/MoeModelTables/TensorParallelismConfig.js,8,31,en--agentic-ai-platform__model-serving__inference-frameworks__moe-model-serving.md.json
ADS-MOE-007,misleading_or_unsupported,I2,ADS-MOE-007-ko,ko,src/components/MoeModelTables/TensorParallelismConfig.js,8,31,ko--agentic-ai-platform__model-serving__inference-frameworks__moe-model-serving.md.json
ADS-MOE-008,confirmed_incorrect,I2,ADS-MOE-008-en,en,src/components/MoeModelTables/GpuVsTrainium2.js,25,46,en--agentic-ai-platform__model-serving__inference-frameworks__moe-model-serving.md.json
ADS-MOE-008,confirmed_incorrect,I2,ADS-MOE-008-ko,ko,src/components/MoeModelTables/GpuVsTrainium2.js,25,46,ko--agentic-ai-platform__model-serving__inference-frameworks__moe-model-serving.md.json
ADS-MOE-009,misleading_or_unsupported,I4,ADS-MOE-009-en,en,src/components/MoeModelTables/GpuVsTrainium2.js,243,244,en--agentic-ai-platform__model-serving__inference-frameworks__moe-model-serving.md.json
ADS-MOE-009,misleading_or_unsupported,I4,ADS-MOE-009-ko,ko,src/components/MoeModelTables/GpuVsTrainium2.js,243,244,ko--agentic-ai-platform__model-serving__inference-frameworks__moe-model-serving.md.json
ADS-MOE-010,confirmed_incorrect,I1,ADS-MOE-010-en,en,src/components/MoeModelTables/MonitoringMetrics.js,21,34,en--agentic-ai-platform__model-serving__inference-frameworks__moe-model-serving.md.json
ADS-MOE-010,confirmed_incorrect,I1,ADS-MOE-010-ko,ko,src/components/MoeModelTables/MonitoringMetrics.js,21,34,ko--agentic-ai-platform__model-serving__inference-frameworks__moe-model-serving.md.json
ADS-MOE-011,confirmed_incorrect,I1,ADS-MOE-011-en,en,src/components/MoeModelTables/MonitoringMetrics.js,45,47,en--agentic-ai-platform__model-serving__inference-frameworks__moe-model-serving.md.json
ADS-MOE-011,confirmed_incorrect,I1,ADS-MOE-011-ko,ko,src/components/MoeModelTables/MonitoringMetrics.js,45,47,ko--agentic-ai-platform__model-serving__inference-frameworks__moe-model-serving.md.json
ADS-MOE-012,misleading_or_unsupported,I4,ADS-MOE-012-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/inference-frameworks/moe-model-serving.md,277,280,en--agentic-ai-platform__model-serving__inference-frameworks__moe-model-serving.md.json
ADS-MOE-012,misleading_or_unsupported,I4,ADS-MOE-012-ko,ko,docs/agentic-ai-platform/model-serving/inference-frameworks/moe-model-serving.md,277,280,ko--agentic-ai-platform__model-serving__inference-frameworks__moe-model-serving.md.json
ADS-MOE-013,misleading_or_unsupported,I4,ADS-MOE-013-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/inference-frameworks/moe-model-serving.md,374,378,en--agentic-ai-platform__model-serving__inference-frameworks__moe-model-serving.md.json
ADS-MOE-013,misleading_or_unsupported,I4,ADS-MOE-013-ko,ko,docs/agentic-ai-platform/model-serving/inference-frameworks/moe-model-serving.md,374,378,ko--agentic-ai-platform__model-serving__inference-frameworks__moe-model-serving.md.json
ADS-MOE-014,confirmed_incorrect,I2,ADS-MOE-014-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/inference-frameworks/moe-model-serving.md,26,26,en--agentic-ai-platform__model-serving__inference-frameworks__moe-model-serving.md.json
ADS-MOE-014,confirmed_incorrect,I2,ADS-MOE-014-ko,ko,docs/agentic-ai-platform/model-serving/inference-frameworks/moe-model-serving.md,26,26,ko--agentic-ai-platform__model-serving__inference-frameworks__moe-model-serving.md.json
ADS-MOE-015,misleading_or_unsupported,I4,ADS-MOE-015-en,en,src/components/MoeModelTables/VllmVsTgi.js,8,41,en--agentic-ai-platform__model-serving__inference-frameworks__moe-model-serving.md.json
ADS-MOE-015,misleading_or_unsupported,I4,ADS-MOE-015-ko,ko,src/components/MoeModelTables/VllmVsTgi.js,8,41,ko--agentic-ai-platform__model-serving__inference-frameworks__moe-model-serving.md.json
ADS-NATIVE001,misleading_or_unsupported,I4,ADS-NATIVE001-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/design-architecture/platform-selection/aws-native-agentic-platform.md,65,113,en--agentic-ai-platform__design-architecture__platform-selection__aws-native-agentic-platform.md.json
ADS-NATIVE001,misleading_or_unsupported,I4,ADS-NATIVE001-ko,ko,docs/agentic-ai-platform/design-architecture/platform-selection/aws-native-agentic-platform.md,65,113,ko--agentic-ai-platform__design-architecture__platform-selection__aws-native-agentic-platform.md.json
ADS-NATIVE002,confirmed_incorrect,I1,ADS-NATIVE002-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/design-architecture/platform-selection/aws-native-agentic-platform.md,128,153,en--agentic-ai-platform__design-architecture__platform-selection__aws-native-agentic-platform.md.json
ADS-NATIVE002,confirmed_incorrect,I1,ADS-NATIVE002-ko,ko,docs/agentic-ai-platform/design-architecture/platform-selection/aws-native-agentic-platform.md,128,153,ko--agentic-ai-platform__design-architecture__platform-selection__aws-native-agentic-platform.md.json
ADS-NATIVE003,misleading_or_unsupported,I2,ADS-NATIVE003-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/design-architecture/platform-selection/aws-native-agentic-platform.md,199,216,en--agentic-ai-platform__design-architecture__platform-selection__aws-native-agentic-platform.md.json
ADS-NATIVE003,misleading_or_unsupported,I2,ADS-NATIVE003-ko,ko,docs/agentic-ai-platform/design-architecture/platform-selection/aws-native-agentic-platform.md,199,216,ko--agentic-ai-platform__design-architecture__platform-selection__aws-native-agentic-platform.md.json
ADS-NATIVE004,confirmed_incorrect,I3,ADS-NATIVE004-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/design-architecture/platform-selection/aws-native-agentic-platform.md,255,271,en--agentic-ai-platform__design-architecture__platform-selection__aws-native-agentic-platform.md.json
ADS-NATIVE004,confirmed_incorrect,I3,ADS-NATIVE004-ko,ko,docs/agentic-ai-platform/design-architecture/platform-selection/aws-native-agentic-platform.md,255,271,ko--agentic-ai-platform__design-architecture__platform-selection__aws-native-agentic-platform.md.json
ADS-NATIVE005,misleading_or_unsupported,I4,ADS-NATIVE005-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/design-architecture/platform-selection/aws-native-agentic-platform.md,278,291,en--agentic-ai-platform__design-architecture__platform-selection__aws-native-agentic-platform.md.json
ADS-NATIVE005,misleading_or_unsupported,I4,ADS-NATIVE005-ko,ko,docs/agentic-ai-platform/design-architecture/platform-selection/aws-native-agentic-platform.md,278,291,ko--agentic-ai-platform__design-architecture__platform-selection__aws-native-agentic-platform.md.json
ADS-NATIVE006,confirmed_incorrect,I1,ADS-NATIVE006-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/design-architecture/platform-selection/aws-native-agentic-platform.md,373,403,en--agentic-ai-platform__design-architecture__platform-selection__aws-native-agentic-platform.md.json
ADS-NATIVE006,confirmed_incorrect,I1,ADS-NATIVE006-ko,ko,docs/agentic-ai-platform/design-architecture/platform-selection/aws-native-agentic-platform.md,373,407,ko--agentic-ai-platform__design-architecture__platform-selection__aws-native-agentic-platform.md.json
ADS-NATIVE007,misleading_or_unsupported,I1,ADS-NATIVE007-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/design-architecture/platform-selection/aws-native-agentic-platform.md,422,443,en--agentic-ai-platform__design-architecture__platform-selection__aws-native-agentic-platform.md.json
ADS-NATIVE007,misleading_or_unsupported,I1,ADS-NATIVE007-ko,ko,docs/agentic-ai-platform/design-architecture/platform-selection/aws-native-agentic-platform.md,426,447,ko--agentic-ai-platform__design-architecture__platform-selection__aws-native-agentic-platform.md.json
ADS-NATIVE008,confirmed_incorrect,I1,ADS-NATIVE008-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/design-architecture/platform-selection/aws-native-agentic-platform.md,449,468,en--agentic-ai-platform__design-architecture__platform-selection__aws-native-agentic-platform.md.json
ADS-NATIVE008,confirmed_incorrect,I1,ADS-NATIVE008-ko,ko,docs/agentic-ai-platform/design-architecture/platform-selection/aws-native-agentic-platform.md,453,474,ko--agentic-ai-platform__design-architecture__platform-selection__aws-native-agentic-platform.md.json
ADS-NATIVE009,misleading_or_unsupported,I4,ADS-NATIVE009-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/design-architecture/platform-selection/aws-native-agentic-platform.md,478,503,en--agentic-ai-platform__design-architecture__platform-selection__aws-native-agentic-platform.md.json
ADS-NATIVE009,misleading_or_unsupported,I4,ADS-NATIVE009-ko,ko,docs/agentic-ai-platform/design-architecture/platform-selection/aws-native-agentic-platform.md,494,501,ko--agentic-ai-platform__design-architecture__platform-selection__aws-native-agentic-platform.md.json
ADS-NATIVE010,misleading_or_unsupported,I4,ADS-NATIVE010-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/design-architecture/platform-selection/aws-native-agentic-platform.md,509,519,en--agentic-ai-platform__design-architecture__platform-selection__aws-native-agentic-platform.md.json
ADS-NATIVE010,misleading_or_unsupported,I4,ADS-NATIVE010-ko,ko,docs/agentic-ai-platform/design-architecture/platform-selection/aws-native-agentic-platform.md,507,517,ko--agentic-ai-platform__design-architecture__platform-selection__aws-native-agentic-platform.md.json
ADS-NATIVE011,misleading_or_unsupported,I4,ADS-NATIVE011-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/design-architecture/platform-selection/aws-native-agentic-platform.md,527,535,en--agentic-ai-platform__design-architecture__platform-selection__aws-native-agentic-platform.md.json
ADS-NATIVE011,misleading_or_unsupported,I4,ADS-NATIVE011-ko,ko,docs/agentic-ai-platform/design-architecture/platform-selection/aws-native-agentic-platform.md,525,533,ko--agentic-ai-platform__design-architecture__platform-selection__aws-native-agentic-platform.md.json
ADS-NATIVE012,confirmed_incorrect,I2,ADS-NATIVE012-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/design-architecture/platform-selection/aws-native-agentic-platform.md,546,549,en--agentic-ai-platform__design-architecture__platform-selection__aws-native-agentic-platform.md.json
ADS-NATIVE012,confirmed_incorrect,I2,ADS-NATIVE012-ko,ko,docs/agentic-ai-platform/design-architecture/platform-selection/aws-native-agentic-platform.md,544,547,ko--agentic-ai-platform__design-architecture__platform-selection__aws-native-agentic-platform.md.json
ADS-NATIVE013,misleading_or_unsupported,I1,ADS-NATIVE013-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/design-architecture/platform-selection/aws-native-agentic-platform.md,557,572,en--agentic-ai-platform__design-architecture__platform-selection__aws-native-agentic-platform.md.json
ADS-NATIVE013,misleading_or_unsupported,I1,ADS-NATIVE013-ko,ko,docs/agentic-ai-platform/design-architecture/platform-selection/aws-native-agentic-platform.md,555,570,ko--agentic-ai-platform__design-architecture__platform-selection__aws-native-agentic-platform.md.json
ADS-NATIVE014,confirmed_incorrect,I1,ADS-NATIVE014-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/design-architecture/platform-selection/aws-native-agentic-platform.md,577,608,en--agentic-ai-platform__design-architecture__platform-selection__aws-native-agentic-platform.md.json
ADS-NATIVE014,confirmed_incorrect,I1,ADS-NATIVE014-ko,ko,docs/agentic-ai-platform/design-architecture/platform-selection/aws-native-agentic-platform.md,575,606,ko--agentic-ai-platform__design-architecture__platform-selection__aws-native-agentic-platform.md.json
ADS-NATIVE015,misleading_or_unsupported,I2,ADS-NATIVE015-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/design-architecture/platform-selection/aws-native-agentic-platform.md,621,627,en--agentic-ai-platform__design-architecture__platform-selection__aws-native-agentic-platform.md.json
ADS-NATIVE015,misleading_or_unsupported,I2,ADS-NATIVE015-ko,ko,docs/agentic-ai-platform/design-architecture/platform-selection/aws-native-agentic-platform.md,619,625,ko--agentic-ai-platform__design-architecture__platform-selection__aws-native-agentic-platform.md.json
ADS-NATIVE016,misleading_or_unsupported,I1,ADS-NATIVE016-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/design-architecture/platform-selection/aws-native-agentic-platform.md,657,664,en--agentic-ai-platform__design-architecture__platform-selection__aws-native-agentic-platform.md.json
ADS-NATIVE016,misleading_or_unsupported,I1,ADS-NATIVE016-ko,ko,docs/agentic-ai-platform/design-architecture/platform-selection/aws-native-agentic-platform.md,655,662,ko--agentic-ai-platform__design-architecture__platform-selection__aws-native-agentic-platform.md.json
ADS-NATIVE017,confirmed_incorrect,I5,ADS-NATIVE017-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/design-architecture/platform-selection/aws-native-agentic-platform.md,678,686,en--agentic-ai-platform__design-architecture__platform-selection__aws-native-agentic-platform.md.json
ADS-NATIVE017,confirmed_incorrect,I5,ADS-NATIVE017-ko,ko,docs/agentic-ai-platform/design-architecture/platform-selection/aws-native-agentic-platform.md,676,684,ko--agentic-ai-platform__design-architecture__platform-selection__aws-native-agentic-platform.md.json
ADS-NATIVE018,misleading_or_unsupported,I2,ADS-NATIVE018-en,en,src/components/BedrockMcpTables/KagentVsAgentCore.js,13,28,en--agentic-ai-platform__design-architecture__platform-selection__aws-native-agentic-platform.md.json
ADS-NATIVE018,misleading_or_unsupported,I2,ADS-NATIVE018-ko,ko,src/components/BedrockMcpTables/KagentVsAgentCore.js,13,28,ko--agentic-ai-platform__design-architecture__platform-selection__aws-native-agentic-platform.md.json
ADS-NATIVE019,misleading_or_unsupported,I1,ADS-NATIVE019-en,en,src/components/BedrockMcpTables/EKSMCPFeatures.js,8,11,en--agentic-ai-platform__design-architecture__platform-selection__aws-native-agentic-platform.md.json
ADS-NATIVE019,misleading_or_unsupported,I1,ADS-NATIVE019-ko,ko,src/components/BedrockMcpTables/EKSMCPFeatures.js,8,11,ko--agentic-ai-platform__design-architecture__platform-selection__aws-native-agentic-platform.md.json
ADS-NATIVE020,confirmed_incorrect,I1,ADS-NATIVE020-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/design-architecture/platform-selection/aws-native-agentic-platform.md,128,138,en--agentic-ai-platform__design-architecture__platform-selection__aws-native-agentic-platform.md.json
ADS-NEMO001,confirmed_incorrect,I2,ADS-NEMO001-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/inference-frameworks/nemo-framework.md,75,118,en--agentic-ai-platform__model-serving__inference-frameworks__nemo-framework.md.json
ADS-NEMO001,confirmed_incorrect,I2,ADS-NEMO001-ko,ko,docs/agentic-ai-platform/model-serving/inference-frameworks/nemo-framework.md,75,118,ko--agentic-ai-platform__model-serving__inference-frameworks__nemo-framework.md.json
ADS-NEMO002,confirmed_incorrect,I2,ADS-NEMO002-en,en,src/components/NemoTables/GPURequirements.js,8,31,en--agentic-ai-platform__model-serving__inference-frameworks__nemo-framework.md.json
ADS-NEMO002,confirmed_incorrect,I2,ADS-NEMO002-ko,ko,src/components/NemoTables/GPURequirements.js,8,31,ko--agentic-ai-platform__model-serving__inference-frameworks__nemo-framework.md.json
ADS-NEMO003,confirmed_incorrect,I2,ADS-NEMO003-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/inference-frameworks/nemo-framework.md,124,132,en--agentic-ai-platform__model-serving__inference-frameworks__nemo-framework.md.json
ADS-NEMO004,confirmed_incorrect,I1,ADS-NEMO004-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/inference-frameworks/nemo-framework.md,195,219,en--agentic-ai-platform__model-serving__inference-frameworks__nemo-framework.md.json
ADS-NEMO004,confirmed_incorrect,I1,ADS-NEMO004-ko,ko,docs/agentic-ai-platform/model-serving/inference-frameworks/nemo-framework.md,195,219,ko--agentic-ai-platform__model-serving__inference-frameworks__nemo-framework.md.json
ADS-NEMO005,confirmed_incorrect,I1,ADS-NEMO005-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/inference-frameworks/nemo-framework.md,230,275,en--agentic-ai-platform__model-serving__inference-frameworks__nemo-framework.md.json
ADS-NEMO005,confirmed_incorrect,I1,ADS-NEMO005-ko,ko,docs/agentic-ai-platform/model-serving/inference-frameworks/nemo-framework.md,230,275,ko--agentic-ai-platform__model-serving__inference-frameworks__nemo-framework.md.json
ADS-NEMO006,misleading_or_unsupported,I1,ADS-NEMO006-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/inference-frameworks/nemo-framework.md,279,285,en--agentic-ai-platform__model-serving__inference-frameworks__nemo-framework.md.json
ADS-NEMO006,misleading_or_unsupported,I1,ADS-NEMO006-ko,ko,docs/agentic-ai-platform/model-serving/inference-frameworks/nemo-framework.md,279,289,ko--agentic-ai-platform__model-serving__inference-frameworks__nemo-framework.md.json
ADS-NEMO007,confirmed_incorrect,I1,ADS-NEMO007-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/inference-frameworks/nemo-framework.md,322,340,en--agentic-ai-platform__model-serving__inference-frameworks__nemo-framework.md.json
ADS-NEMO007,confirmed_incorrect,I1,ADS-NEMO007-ko,ko,docs/agentic-ai-platform/model-serving/inference-frameworks/nemo-framework.md,326,344,ko--agentic-ai-platform__model-serving__inference-frameworks__nemo-framework.md.json
ADS-NEMO008,misleading_or_unsupported,I2,ADS-NEMO008-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/inference-frameworks/nemo-framework.md,312,318,en--agentic-ai-platform__model-serving__inference-frameworks__nemo-framework.md.json
ADS-NEMO008,misleading_or_unsupported,I2,ADS-NEMO008-ko,ko,docs/agentic-ai-platform/model-serving/inference-frameworks/nemo-framework.md,316,322,ko--agentic-ai-platform__model-serving__inference-frameworks__nemo-framework.md.json
ADS-NEMO009,confirmed_incorrect,I1,ADS-NEMO009-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/inference-frameworks/nemo-framework.md,365,405,en--agentic-ai-platform__model-serving__inference-frameworks__nemo-framework.md.json
ADS-NEMO009,confirmed_incorrect,I1,ADS-NEMO009-ko,ko,docs/agentic-ai-platform/model-serving/inference-frameworks/nemo-framework.md,369,414,ko--agentic-ai-platform__model-serving__inference-frameworks__nemo-framework.md.json
ADS-NEMO010,confirmed_incorrect,I2,ADS-NEMO010-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/inference-frameworks/nemo-framework.md,479,491,en--agentic-ai-platform__model-serving__inference-frameworks__nemo-framework.md.json
ADS-NEMO010,confirmed_incorrect,I2,ADS-NEMO010-ko,ko,docs/agentic-ai-platform/model-serving/inference-frameworks/nemo-framework.md,488,500,ko--agentic-ai-platform__model-serving__inference-frameworks__nemo-framework.md.json
ADS-NEMO011,misleading_or_unsupported,I2,ADS-NEMO011-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/inference-frameworks/nemo-framework.md,515,533,en--agentic-ai-platform__model-serving__inference-frameworks__nemo-framework.md.json
ADS-NEMO012,misleading_or_unsupported,I1,ADS-NEMO012-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/inference-frameworks/nemo-framework.md,537,563,en--agentic-ai-platform__model-serving__inference-frameworks__nemo-framework.md.json
ADS-NEMO012,misleading_or_unsupported,I1,ADS-NEMO012-ko,ko,docs/agentic-ai-platform/model-serving/inference-frameworks/nemo-framework.md,545,571,ko--agentic-ai-platform__model-serving__inference-frameworks__nemo-framework.md.json
ADS-NEMO013,misleading_or_unsupported,I1,ADS-NEMO013-en,en,src/components/NemoTables/MonitoringMetrics.js,8,37,en--agentic-ai-platform__model-serving__inference-frameworks__nemo-framework.md.json
ADS-NEMO013,misleading_or_unsupported,I1,ADS-NEMO013-ko,ko,src/components/NemoTables/MonitoringMetrics.js,8,37,ko--agentic-ai-platform__model-serving__inference-frameworks__nemo-framework.md.json
ADS-NEMO014,misleading_or_unsupported,I4,ADS-NEMO014-en,en,src/components/NemoTables/CheckpointSharding.js,8,25,en--agentic-ai-platform__model-serving__inference-frameworks__nemo-framework.md.json
ADS-NEMO014,misleading_or_unsupported,I4,ADS-NEMO014-ko,ko,src/components/NemoTables/CheckpointSharding.js,8,25,ko--agentic-ai-platform__model-serving__inference-frameworks__nemo-framework.md.json
ADS-NEMO015,misleading_or_unsupported,I2,ADS-NEMO015-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/inference-frameworks/nemo-framework.md,168,191,en--agentic-ai-platform__model-serving__inference-frameworks__nemo-framework.md.json
ADS-NEMO015,misleading_or_unsupported,I2,ADS-NEMO015-ko,ko,docs/agentic-ai-platform/model-serving/inference-frameworks/nemo-framework.md,168,191,ko--agentic-ai-platform__model-serving__inference-frameworks__nemo-framework.md.json
ADS-NEMO016,misleading_or_unsupported,I4,ADS-NEMO016-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/inference-frameworks/nemo-framework.md,588,597,en--agentic-ai-platform__model-serving__inference-frameworks__nemo-framework.md.json
ADS-NEMO016,misleading_or_unsupported,I4,ADS-NEMO016-ko,ko,docs/agentic-ai-platform/model-serving/inference-frameworks/nemo-framework.md,596,605,ko--agentic-ai-platform__model-serving__inference-frameworks__nemo-framework.md.json
ADS-NEURON-001,misleading_or_unsupported,I2,ADS-NEURON-001-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/gpu-infrastructure/aws-neuron-stack.md,54,54,en--agentic-ai-platform__model-serving__gpu-infrastructure__aws-neuron-stack.md.json
ADS-NEURON-002,confirmed_incorrect,I2,ADS-NEURON-002-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/gpu-infrastructure/aws-neuron-stack.md,92,97,en--agentic-ai-platform__model-serving__gpu-infrastructure__aws-neuron-stack.md.json
ADS-NEURON-002,confirmed_incorrect,I2,ADS-NEURON-002-ko,ko,docs/agentic-ai-platform/model-serving/gpu-infrastructure/aws-neuron-stack.md,92,100,ko--agentic-ai-platform__model-serving__gpu-infrastructure__aws-neuron-stack.md.json
ADS-NEURON-003,misleading_or_unsupported,I2,ADS-NEURON-003-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/gpu-infrastructure/aws-neuron-stack.md,193,194,en--agentic-ai-platform__model-serving__gpu-infrastructure__aws-neuron-stack.md.json
ADS-NEURON-003,misleading_or_unsupported,I2,ADS-NEURON-003-ko,ko,docs/agentic-ai-platform/model-serving/gpu-infrastructure/aws-neuron-stack.md,196,197,ko--agentic-ai-platform__model-serving__gpu-infrastructure__aws-neuron-stack.md.json
ADS-NEURON-004,confirmed_incorrect,I1,ADS-NEURON-004-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/gpu-infrastructure/aws-neuron-stack.md,204,218,en--agentic-ai-platform__model-serving__gpu-infrastructure__aws-neuron-stack.md.json
ADS-NEURON-004,confirmed_incorrect,I1,ADS-NEURON-004-ko,ko,docs/agentic-ai-platform/model-serving/gpu-infrastructure/aws-neuron-stack.md,207,220,ko--agentic-ai-platform__model-serving__gpu-infrastructure__aws-neuron-stack.md.json
ADS-NEURON-005,confirmed_incorrect,I1,ADS-NEURON-005-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/gpu-infrastructure/aws-neuron-stack.md,212,228,en--agentic-ai-platform__model-serving__gpu-infrastructure__aws-neuron-stack.md.json
ADS-NEURON-006,confirmed_incorrect,I1,ADS-NEURON-006-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/gpu-infrastructure/aws-neuron-stack.md,253,258,en--agentic-ai-platform__model-serving__gpu-infrastructure__aws-neuron-stack.md.json
ADS-NEURON-006,confirmed_incorrect,I1,ADS-NEURON-006-ko,ko,docs/agentic-ai-platform/model-serving/gpu-infrastructure/aws-neuron-stack.md,258,263,ko--agentic-ai-platform__model-serving__gpu-infrastructure__aws-neuron-stack.md.json
ADS-NEURON-007,confirmed_incorrect,I1,ADS-NEURON-007-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/gpu-infrastructure/aws-neuron-stack.md,393,395,en--agentic-ai-platform__model-serving__gpu-infrastructure__aws-neuron-stack.md.json
ADS-NEURON-007,confirmed_incorrect,I1,ADS-NEURON-007-ko,ko,docs/agentic-ai-platform/model-serving/gpu-infrastructure/aws-neuron-stack.md,398,400,ko--agentic-ai-platform__model-serving__gpu-infrastructure__aws-neuron-stack.md.json
ADS-NEURON-008,misleading_or_unsupported,I1,ADS-NEURON-008-en,en,i18n/en/docusaurus-plugin-content-docs/current/agentic-ai-platform/model-serving/gpu-infrastructure/aws-neuron-stack.md,403,420,en--agentic-ai-platform__model-serving__gpu-infrastructure__aws-neuron-stack.md.json
ADS-NEURON-008,misleading_or_unsupported,I1,ADS-NEURON-008-ko,ko,docs/agentic-ai-platform/model-serving/gpu-infrastructure/aws-neuron-stack.md,408,425,ko--agentic-ai-platform__model-serving__gpu-infrastructure__aws-neuron-stack.md.json
